City Name,Temperature,Maximum Temp,Wind,Cloudiness,Latitude,Longitude,Humidity
Masakin,12.94,14.44,2.06,20,35.7292,10.5808,77
Mayumba,26.76,26.76,2.84,78,-3.432,10.6554,83
Mackenzie,-2.0,-2.0,6.69,40,55.2999,-123.1698,40
Yenagoa,25.84,25.84,2.05,85,4.9247,6.2642,86
Slobozia,-3.0,-3.0,4.12,0,46.7281,29.7078,54
Isangel,27.0,27.0,5.08,75,-19.55,169.2667,78
Zhengjiatun,-0.76,-0.76,2.86,88,43.5064,123.5064,79
Lake Charles,24.74,26.0,7.72,90,30.2131,-93.2044,69
Spirit River,-2.35,-1.67,2.06,100,55.7833,-118.8361,46
Cidreira,22.41,22.41,3.34,0,-30.1811,-50.2056,72
Aksarka,-22.02,-22.02,8.63,100,66.5606,67.7975,95
Hailar,-9.03,-9.03,3.11,0,49.2,119.7,74
Pontianak,24.0,24.0,0.51,75,-0.0333,109.3333,100
San Fernando del Valle de Catamarca,25.64,28.33,1.34,100,-28.4696,-65.7852,71
Kudahuvadhoo,27.84,27.84,3.01,14,2.6708,72.8944,71
Wewak,26.83,26.83,1.11,72,-3.5534,143.6268,81
Lokosovo,-23.05,-23.05,2.67,100,61.1333,74.8167,97
Atbasar,-19.4,-19.4,6.32,100,51.8,68.3333,96
Brae,6.0,6.0,15.95,90,60.3964,-1.353,81
Bud,14.44,14.44,5.14,100,39.447,-86.1758,95
Caravelas,24.75,24.75,3.87,45,-17.7125,-39.2481,81
Wote,17.58,17.58,0.59,7,-1.7808,37.6288,73
Nālūt,14.23,14.23,7.83,96,30.3333,10.85,50
Dezhou,5.64,5.64,1.52,0,37.4486,116.2925,92
Baharly,13.85,13.85,6.28,100,38.4362,57.4316,52
Konya Province,1.0,1.0,14.4,75,38.1667,32.5,69
Auki,27.65,27.65,2.29,98,-8.7676,160.7034,79
Novonikolsk,-5.0,-5.0,2.0,15,43.8506,131.8645,86
Yeppoon,24.0,24.0,3.09,12,-23.1333,150.7333,78
Seoni,22.03,22.03,1.3,58,22.0833,79.5333,29
Saint-Pierre,21.72,24.0,2.57,0,-21.3393,55.4781,60
Sumbe,26.53,26.53,2.79,100,-11.2061,13.8437,85
Nan,21.55,21.55,0.39,52,18.8333,100.6667,51
Roald,4.78,5.0,9.26,75,62.5833,6.1333,87
Inhambane,24.25,24.25,3.38,0,-23.865,35.3833,86
Poum,25.99,25.99,5.53,100,-20.2333,164.0167,72
Bolzano,5.88,9.0,1.03,75,46.4927,11.3336,61
Bridlington,4.27,4.44,5.36,39,54.0831,-0.1919,81
Westport,13.2,16.67,2.06,1,41.1415,-73.3579,66
Tamayo,28.0,28.0,6.17,75,18.3947,-71.2029,69
Mishelevka,-1.58,-1.58,2.82,96,52.8575,103.1719,95
Rome,15.81,18.0,5.14,20,43.2128,-75.4557,39
Kloulklubed,24.0,24.0,5.88,75,7.0419,134.2556,100
Suleja,31.0,31.0,2.06,0,9.1758,7.1808,58
Nicoya,32.0,32.0,9.26,20,10.1483,-85.452,43
Houndé,27.82,27.82,1.48,0,11.5,-3.5167,16
Ambilobe,22.53,22.53,1.68,100,-13.2,49.05,94
Jahāngīrābād,20.76,20.76,2.09,75,28.4167,78.1,20
Laas,3.64,7.22,4.63,75,46.6166,10.7002,86
Manali,24.0,24.0,2.73,20,13.1667,80.2667,83
Manokwari,25.93,25.93,1.6,80,-0.8667,134.0833,79
Jaru,25.3,25.3,1.55,94,-10.4389,-62.4664,93
Ust-Maya,-20.27,-20.27,1.19,97,60.4167,134.5333,98
Alindao,25.94,25.94,1.96,87,5.0267,21.2088,57
Sitka,3.0,3.0,9.26,90,57.0531,-135.33,75
Cap Malheureux,26.11,26.11,1.34,54,-19.9842,57.6142,75
Bansang,31.0,31.0,2.06,100,13.4333,-14.65,30
Florence,11.31,11.67,1.03,40,43.7667,11.25,76
Almaznyy,-11.0,-11.0,8.0,0,48.0448,40.045,67
Keti Bandar,23.19,23.19,5.18,0,24.1447,67.4497,84
Vanavara,-8.27,-8.27,5.8,100,60.34,102.2797,87
Dhidhdhoo,28.23,28.23,5.3,90,6.8833,73.1,73
Mountain Home,8.61,10.0,2.57,1,43.133,-115.6912,23
Eskişehir,-0.63,0.0,7.2,75,39.7767,30.5206,80
Derzhavīnsk,-22.02,-22.02,6.14,92,51.1,66.3167,97
Kargopol',-14.98,-14.98,3.51,60,61.5071,38.9456,94
Pamanukan,23.78,23.78,1.54,100,-6.2842,107.8106,93
Balikpapan,25.0,25.0,1.54,20,-1.2675,116.8289,94
João Pinheiro,21.84,21.84,0.89,21,-17.7425,-46.1725,80
Russell,25.1,26.0,2.09,1,32.3502,-85.1999,29
Tonantins,27.44,27.44,0.43,43,-2.8731,-67.8022,79
Puerto Quijarro,29.45,29.45,0.92,88,-17.7833,-57.7667,52
Joshīmath,7.79,7.79,3.37,0,30.5667,79.5667,29
Kyabram,17.51,17.78,2.73,18,-36.3167,145.05,91
Asău,-2.78,-2.78,2.19,95,46.4333,26.4,65
Pitimbu,28.0,28.0,4.63,20,-7.4706,-34.8086,74
Zyryanka,-22.52,-22.52,1.38,93,65.75,150.85,93
Kathu,26.0,26.0,1.54,20,7.9178,98.3332,73
Kikwit,22.51,22.51,1.35,70,-5.041,18.8162,93
Quatre Cocos,26.06,26.11,4.12,40,-20.2078,57.7625,83
Kieta,27.31,27.31,0.72,100,-6.2167,155.6333,81
Abhā,15.94,17.0,2.06,0,18.2164,42.5053,82
Dustlik,10.33,10.33,6.95,11,40.5247,68.0358,56
Sorong,25.36,25.36,1.77,89,-0.8833,131.25,84
Acurenam,20.59,20.59,1.23,100,1.0322,10.6488,99
Okha,-12.8,-12.8,4.72,73,53.5739,142.9478,86
Chengde,6.73,6.73,1.33,77,40.9725,117.9361,80
Grand Gaube,26.11,26.11,1.34,55,-20.0064,57.6608,75
Mhlume,22.22,22.22,0.89,48,-26.0333,31.85,94
Husavik,1.0,1.0,7.72,90,66.0449,-17.3389,93
Ialibu,15.34,15.34,0.48,91,-6.2821,143.9935,90
Campbell River,7.58,8.0,3.09,75,50.0163,-125.2446,34
Saint Stephen,7.17,8.0,10.29,75,50.3333,-4.9,71
Alyangula,23.0,23.0,3.68,63,-13.8483,136.4192,100
Lugus,27.52,27.52,2.4,98,5.7036,120.8203,73
Hualmay,24.53,24.53,4.09,10,-11.0964,-77.6139,72
Betong,20.12,20.12,1.17,71,5.7743,101.0723,97
Olafsvik,1.62,1.62,19.57,100,64.8945,-23.7142,78
Remedios,26.0,26.0,8.75,75,22.4947,-79.5458,53
Zhanakorgan,3.57,3.57,2.07,45,43.9098,67.2495,44
Safi,14.0,14.0,8.38,0,32.2994,-9.2372,80
Ternate,26.92,26.92,2.04,100,0.8,127.4,78
Cayenne,23.93,24.0,4.63,75,4.9333,-52.3333,94
Sajanan,7.0,7.0,1.54,0,37.0573,9.2426,81
Soni,16.67,16.67,1.42,0,-4.85,38.3667,82
Broome,14.0,14.0,7.2,90,42.2506,-75.833,62
Saint George,4.55,5.0,3.6,90,37.1041,-113.5841,87
Ucluelet,8.92,9.44,3.09,75,48.9329,-125.5528,76
Vuktyl,-16.5,-16.5,2.14,100,63.8567,57.3094,95
Phalodi,22.21,22.21,4.07,0,27.1333,72.3667,25
Myanaung,21.46,21.46,1.18,8,18.2833,95.3167,38
Carutapera,25.55,25.55,1.92,87,-1.195,-46.02,83
Blairmore,4.06,6.0,6.17,3,49.6,-114.4353,35
Koumac,25.95,25.95,2.05,82,-20.5667,164.2833,71
Suntar,-8.92,-8.92,2.9,100,62.1444,117.6319,95
Porto Santo,16.0,16.0,2.57,40,33.072,-16.3415,67
Cancún,26.57,27.0,7.72,75,21.1743,-86.8466,65
Port Blair,25.9,25.9,3.31,0,11.6667,92.75,79
Hue,22.0,22.0,1.03,20,16.4667,107.6,94
Huarmey,25.11,25.11,4.57,24,-10.0681,-78.1522,70
Sampang,24.0,24.0,2.06,20,-7.1872,113.2394,94
Gushikawa,19.52,21.0,2.57,1,26.3544,127.8686,82
Menomonie,6.87,8.33,5.66,1,44.8755,-91.9193,42
Blytheville,21.01,23.0,10.29,1,35.9273,-89.919,56
Angoche,26.17,26.17,3.23,83,-16.2325,39.9086,85
Ovalle,25.26,25.26,2.76,32,-30.5983,-71.2003,48
Aitape,26.11,26.11,2.32,86,-3.1374,142.3475,86
Ayan,-12.97,-12.97,4.05,0,56.45,138.1667,68
Benghazi,13.82,13.82,8.36,71,32.1167,20.0667,61
Ha Tinh,21.12,21.12,0.62,48,18.3333,105.9,94
Kampot,26.0,26.0,3.6,40,10.6167,104.1833,73
Partizanskoye,-9.31,-9.31,1.96,99,55.5006,94.39,79
Maragogi,26.25,26.25,3.61,60,-9.0122,-35.2225,83
Røros,-3.0,-3.0,7.2,90,62.5747,11.3842,86
Arrondissement de Saint-Quentin,5.51,6.0,11.32,40,49.8333,3.3333,75
Talcahuano,20.0,20.0,9.26,0,-36.7167,-73.1167,60
Yulara,24.0,24.0,3.85,72,-25.2406,130.9889,73
Dryden,-1.0,-1.0,7.72,90,49.7833,-92.7503,69
Hare Bay,0.52,1.0,3.6,100,48.8499,-54.0148,93
Kawalu,22.44,22.44,0.83,97,-7.3817,108.2082,93
Portland,13.27,15.0,1.54,40,45.5234,-122.6762,50
Kassala,24.27,24.27,4.2,0,15.451,36.4,58
Slave Lake,-2.0,-2.0,2.06,90,55.2834,-114.769,43
Domoni,26.3,26.3,1.09,31,-12.2569,44.5319,85
Mustvee,-2.27,-1.11,7.2,100,58.8486,26.9397,54
Askiz,-7.3,-7.3,1.77,86,53.1319,90.5264,83
Diego de Almagro,23.19,23.19,4.27,66,-26.3667,-70.05,45
Carmo,22.49,22.49,0.92,70,-21.9336,-42.6086,94
Cedar City,1.15,2.0,5.14,90,37.6775,-113.0619,69
Magadan,-17.09,-17.09,1.18,100,59.5667,150.8,78
